#{"t_start": 1776603862.111948, "env_id": "None"}
r,l,t
66.997735,92,1614.382647
62.427595,104,1615.113855
65.846741,99,1615.808036
64.262543,100,1616.507194
60.304417,119,1617.341803
53.21813,147,1618.372105
56.48628,134,1619.310187
62.180285,89,1619.935042
60.680691,121,1620.783327
62.196976,100,1621.485259
56.54282,134,1622.424287
62.238397,116,1623.237152
64.290216,100,1623.937418
63.622768,98,1624.625706
65.662961,90,1625.258699
67.055617,97,1625.935876
65.897203,105,1626.672491
60.419963,129,1627.574509
59.183471,107,1628.323437
62.356668,114,1629.12359
63.82207,86,1629.727424
62.599787,78,1630.2713
63.780668,108,1631.028716
63.083313,89,1631.651678
66.149179,112,1633.001942
61.176083,116,1633.815548
62.75057,83,1634.398592
51.396153,150,1635.450938
56.054274,146,1636.477723
61.751971,86,1637.081887
60.724019,84,1637.670733
60.00073,100,1638.371899
65.920475,103,1639.096775
63.000211,95,1639.767051
62.658407,83,1640.348963
63.895412,99,1641.044586
63.15672,96,1641.719117
63.800239,94,1642.379956
62.740469,87,1642.990196
62.035949,94,1643.650303
61.63044,97,1644.332141
57.278798,118,1645.157747
61.220332,111,1645.933012
39.9298,150,1646.984992
66.38794,94,1647.642266
60.523956,82,1648.21835
63.600925,93,1648.870484
62.01838,82,1649.444275
62.300951,82,1650.023076
63.116411,84,1650.610402
61.062364,99,1651.30237
61.972582,107,1652.052552
62.336501,83,1652.634193
62.904103,89,1653.257362
64.388413,99,1653.949321
62.728232,101,1654.657596
60.287052,82,1655.233625
60.314296,127,1656.123602
59.589524,119,1656.958615
66.54374,100,1657.659889
61.516948,113,1658.450434
63.22379,92,1659.094548
64.50792,120,1659.936943
62.879303,92,1660.585662
65.33526,90,1661.219531
62.490289,113,1662.010757
62.83757,110,1662.779735
62.369057,87,1663.389953
62.544524,85,1663.988824
62.052003,78,1664.536872
65.947205,98,1665.223952
63.796959,88,1665.842173
62.258393,123,1666.708893
64.428421,102,1667.424091
64.86174,98,1668.112013
61.836598,89,1668.735258
60.985497,125,1669.613032
59.583222,116,1670.426119
59.454989,82,1670.997956
62.686471,107,1671.746069
62.990301,94,1672.405287
65.293367,113,1673.196436
58.656598,126,1674.080245
62.77569,106,1674.820375
61.612632,89,1675.445333
64.103605,99,1676.136682
61.456984,109,1676.900368
61.94381,111,1677.676044
63.282916,105,1678.410258
62.814297,86,1679.013457
66.701746,102,1679.729664
65.97132,94,1680.390424
63.362027,89,1681.015278
59.667501,113,1681.805489
60.819475,108,1682.56062
61.597158,83,1683.143749
61.111311,78,1683.692909
62.828932,114,1684.495557
62.12415,117,1685.315574
63.192925,97,1685.996801
61.031718,87,1686.611968
65.410277,94,1687.271065
62.773215,111,1688.052601
62.061789,101,1688.764041
63.542085,95,1689.432999
65.228529,99,1690.124952
60.329365,120,1690.966166
61.075935,111,1691.745124
50.162274,150,1692.797743
58.07696,129,1693.700948
63.366873,103,1694.422896
63.047693,111,1695.202239
63.22193,84,1695.792012
59.528583,124,1696.659317
64.897876,101,1697.366156
61.868853,109,1698.127456
64.179766,96,1698.796268
65.387549,91,1699.431194
38.094225,150,1700.48027
63.148185,99,1701.17487
62.893969,90,1701.808087
61.48563,87,1702.41732
61.721237,94,1703.64441
65.564972,110,1704.415403
61.887768,123,1705.276589
62.529064,90,1705.903673
67.960726,96,1706.57346
65.768235,100,1707.274366
63.688371,99,1707.970453
64.283306,116,1708.781466
61.770564,90,1709.409627
62.577286,106,1710.152885
64.781421,105,1710.892583
60.781555,119,1711.729578
61.265094,82,1712.304557
64.628649,114,1713.105663
64.836852,107,1713.857594
65.063957,99,1714.551209
63.382067,98,1715.238843
59.826531,84,1715.826789
63.777339,87,1716.439146
62.886069,120,1717.279896
64.216095,100,1717.979859
63.610699,103,1718.702971
60.306131,79,1719.257734
61.70213,112,1720.040121
62.514536,113,1720.832001
63.159435,117,1721.65091
66.399025,99,1722.345069
60.641136,86,1722.94516
57.605698,138,1723.912332
65.037159,110,1724.680851
58.971864,127,1725.569021
63.061057,89,1726.194575
65.318255,120,1727.035162
62.064099,118,1727.85751
65.573391,87,1728.4672
60.94923,92,1729.112558
63.98102,112,1729.898432
65.002197,112,1730.684649
65.150891,102,1731.400748
63.575656,94,1732.060333
61.551661,117,1732.877719
61.872761,89,1733.501673
64.12637,105,1734.238869
65.02367,115,1735.042691
64.958232,96,1735.716678
62.399013,96,1736.393584
63.084142,118,1737.224728
62.689673,100,1737.925492
54.351454,147,1738.956849
63.656827,94,1739.616033
63.336326,97,1740.299794
64.983349,88,1740.917825
61.343482,85,1741.513819
65.395204,94,1742.172778
63.537526,100,1742.873085
62.223629,86,1743.47558
66.74932,95,1744.14309
64.416802,93,1744.796142
65.341236,92,1745.441113
64.086062,94,1746.099855
63.053042,121,1746.945382
62.778547,99,1747.639453
62.728424,101,1748.348125
61.431607,86,1748.9501
57.558428,136,1749.907449
65.791508,95,1750.576107
58.399689,141,1751.570224
65.448532,103,1752.299253
62.665645,91,1752.939767
61.962935,116,1753.756486
59.80596,90,1754.392351
63.247481,92,1755.041007
65.430722,106,1755.786665
63.533564,92,1756.434719
63.594575,93,1757.092961
62.890575,99,1757.790081
63.75282,112,1758.579543
65.477774,96,1759.256458
62.599194,104,1759.989915
62.499798,94,1760.652758
64.799081,94,1761.318859
66.769005,107,1762.072507
61.377655,106,1762.819057
66.87194,95,1763.490991
61.741666,97,1764.171762
59.89607,90,1764.810194
61.752059,120,1765.660366
64.456059,111,1766.445143
65.525255,106,1767.189965
64.799741,94,1767.850841
61.13465,128,1768.755179
60.623204,86,1769.36035
64.708356,115,1770.172907
64.236484,104,1770.907051
66.187029,91,1771.546927
63.521866,98,1772.237681
63.810186,88,1772.859168
61.182925,88,1773.477343
62.214936,81,1774.619604
60.990083,96,1775.295395
65.406519,97,1775.979493
65.854259,100,1776.686063
65.746344,94,1777.351183
65.778636,100,1778.055218
62.114716,88,1778.676331
67.456635,98,1779.365317
61.82497,97,1780.051754
63.521772,97,1780.732326
58.725033,136,1781.692367
61.984892,87,1782.305524
58.865274,117,1783.129641
54.341373,143,1784.13139
62.383308,127,1785.028495
65.711195,92,1785.676871
63.240308,104,1786.411597
62.550789,92,1787.060768
64.617393,94,1787.724052
63.381918,119,1788.562871
63.428826,91,1789.202934
65.358269,94,1789.867435
63.788689,85,1790.463703
64.36304,107,1791.221361
62.803417,117,1792.048365
61.446982,84,1792.639902
57.389899,134,1793.582987
67.830337,107,1794.338462
67.012705,98,1795.030377
59.009136,119,1795.870355
61.305628,90,1796.504259
61.995341,118,1797.333923
63.588892,103,1798.05928
65.389142,123,1798.923493
62.780034,92,1799.570482
65.038204,104,1800.304694
62.816222,102,1801.023169
62.338629,82,1801.601117
65.274493,113,1802.395826
59.447375,88,1803.013432
58.093487,140,1804.0063
64.413724,109,1804.773525
65.683594,89,1805.397439
64.018094,107,1806.151829
61.77037,129,1807.060608
65.178743,108,1807.823355
62.677084,91,1808.463775
66.304982,98,1809.157578
33.861256,150,1810.216129
67.908295,103,1810.941043
61.256563,129,1811.852951
63.39068,99,1812.549587
62.766466,121,1813.399838
62.109794,97,1814.081698
64.817576,110,1814.855716
65.052734,108,1815.614844
62.334166,109,1816.381961
61.575528,128,1817.284245
67.498418,108,1818.044424
63.762688,104,1818.775816
66.576268,111,1819.556792
62.73797,95,1820.225155
65.34687,92,1820.874675
53.099353,148,1821.922163
63.171442,93,1822.576944
62.160544,112,1823.363213
56.241501,144,1824.378841
62.913202,103,1825.101974
64.547598,90,1825.739421
44.734992,150,1826.79084
44.950084,150,1827.845473
63.407087,134,1828.787492
65.564324,93,1829.444697
61.397611,88,1830.061353
61.783773,118,1830.889082
66.339821,95,1831.555485
63.237073,113,1832.351384
63.376873,89,1832.977681
58.839944,140,1833.963692
60.926898,111,1834.744814
64.933072,87,1835.356896
61.00464,129,1836.263684
62.352534,122,1837.120717
63.266586,96,1837.795789
64.831118,94,1838.462007
63.44411,115,1839.273968
59.878644,80,1839.838696
33.369273,150,1840.895988
69.113433,107,1841.649268
65.696171,98,1842.339182
61.766867,83,1842.920148
63.867837,89,1843.54666
64.493518,101,1844.257385
59.799123,92,1845.407093
56.9361,146,1846.433346
65.592288,106,1847.176739
62.014072,96,1847.850286
63.178002,113,1848.647619
56.652691,139,1849.625253
66.190324,106,1850.364069
62.496155,114,1851.167643
63.075579,87,1851.779061
44.766223,150,1852.832737
62.431033,99,1853.527376
60.540708,87,1854.139417
63.150258,95,1854.806838
63.917097,103,1855.530973
62.55918,88,1856.14944
63.188192,83,1856.73282
64.073585,90,1857.36572
60.926862,105,1858.10272
64.339569,98,1858.793327
63.82447,95,1859.459552
63.730194,98,1860.150422
62.563033,89,1860.78011
65.225502,103,1861.505573
63.315471,94,1862.166049
63.06041,95,1862.832822
63.613185,104,1863.560981
38.964659,150,1864.580945
61.290908,86,1865.162583
63.33883,91,1865.776353
60.734404,134,1866.68171
63.27241,105,1867.390411
63.072147,89,1867.991563
61.591533,89,1868.591631
29.42932,150,1869.60944
66.016625,98,1870.271407
63.53455,117,1871.063086
60.289944,81,1871.609231
61.988429,103,1872.303507
63.657332,104,1873.00372
61.894624,90,1873.611516
63.164302,119,1874.44767
61.945943,108,1875.207386
43.582643,150,1876.259761
68.283305,100,1876.963189
64.297004,88,1877.580641
61.641992,82,1878.154453
64.883257,98,1878.842561
64.627332,95,1879.513809
66.094658,98,1880.202473
62.853066,98,1880.891247
57.986106,143,1881.898908
64.319126,94,1882.560778
61.434912,98,1883.250463
62.5058,128,1884.150295
61.29754,127,1885.040375
62.011704,85,1885.640466
64.805668,110,1886.414512
65.520525,116,1887.22991
62.994115,98,1887.919384
60.764192,124,1888.790764
58.472795,132,1889.718146
63.015338,83,1890.301685
66.431003,104,1891.033076
64.354432,91,1891.67466
62.747126,98,1892.3627
63.480634,89,1892.991339
62.720736,119,1893.828975
61.390906,122,1894.692436
64.551663,122,1895.555069
57.544684,130,1896.46904
63.168281,97,1897.151896
64.18479,112,1897.937047
62.190066,120,1898.781163
64.451458,101,1899.492816
29.298496,150,1900.547393
63.819891,87,1901.159976
63.464476,95,1901.830175
63.11744,109,1902.598724
30.480941,150,1903.652535
67.150747,92,1904.300728
63.696139,107,1905.053203
62.721179,115,1905.865321
61.750546,106,1906.612545
62.885177,99,1907.307211
64.367404,93,1907.962684
62.800855,96,1908.636013
63.505154,125,1909.514602
60.027039,90,1910.149604
61.641826,88,1910.76791
60.604276,103,1911.494779
62.18842,90,1912.125562
62.767631,83,1912.710572
66.958273,101,1913.423042
62.603724,88,1914.042232
63.306518,98,1914.731552
58.102683,137,1916.229893
61.570731,92,1916.879625
64.918335,108,1917.640626
62.348711,103,1918.367605
61.383884,104,1919.102258
63.275058,114,1919.905333
63.773577,93,1920.561036
61.45773,115,1921.364534
63.318909,90,1921.972788
64.126673,103,1922.667104
62.962274,95,1923.308019
62.879667,117,1924.096313
62.743909,88,1924.691148
62.31283,97,1925.345621
59.60231,135,1926.270459
65.160004,90,1926.902262
60.532135,84,1927.493119
64.068065,102,1928.210535
60.861436,99,1928.907285
64.770437,110,1929.679008
62.723097,96,1930.356146
64.752132,115,1931.161319
62.531604,91,1931.798483
64.603715,105,1932.534502
63.638357,95,1933.201438
61.979655,104,1933.929665
44.95241,150,1934.982342
57.583806,143,1935.984787
63.678554,101,1936.696695
61.733641,92,1937.340942
62.76868,115,1938.149699
57.9242,117,1938.973782
65.546243,92,1939.621568
61.971011,102,1940.336492
63.180027,112,1941.122964
65.488591,109,1941.887733
65.414734,101,1942.596698
62.607058,95,1943.262988
61.906283,81,1943.832005
63.081709,89,1944.458755
62.171249,120,1945.301991
66.925969,106,1946.04796
61.351332,123,1946.911204
66.097033,116,1947.724198
65.549488,96,1948.398728
59.894317,129,1949.304136
62.585292,119,1950.141999
62.01516,132,1951.070209
67.803418,98,1951.758465
63.463525,103,1952.480172
59.810181,88,1953.098457
63.469618,114,1953.901183
62.565582,95,1954.5686
64.76381,90,1955.200683
54.508765,148,1956.238489
63.522078,96,1956.913057
62.772072,105,1957.651448
62.790577,126,1958.535546
59.611476,122,1959.391574
63.712376,84,1959.98135
64.656621,94,1960.64357
62.579443,100,1961.347693
62.434035,123,1962.208419
64.321783,98,1962.896887
62.28169,102,1963.61652
63.50301,100,1964.318514
65.645492,103,1965.042767
63.207081,103,1965.767761
63.697481,109,1966.532822
61.454344,130,1967.448632
53.438595,139,1968.425883
64.535253,92,1969.070909
62.505419,96,1969.747204
63.161871,109,1970.515215
63.476574,97,1971.196996
65.626364,109,1971.9597
61.40099,85,1972.558085
65.583036,110,1973.330917
64.201703,98,1974.018116
61.552573,88,1974.637289
65.248347,111,1975.420451
59.560784,128,1976.320467
65.322796,103,1977.042163
64.029364,111,1977.821221
54.341702,150,1978.874185
59.812291,122,1979.732124
28.073152,150,1980.784375
61.288181,126,1981.667663
63.727717,92,1982.315622
58.397083,135,1983.26573
64.529154,97,1983.950516
64.303702,86,1984.554437
61.345704,120,1985.398032
60.843947,81,1986.509208
65.326935,108,1987.269603
62.077426,94,1987.92963
63.795622,96,1988.605899
63.65144,94,1989.267862
62.392469,91,1989.905555
64.244545,95,1990.572817
64.295999,102,1991.291775
50.690607,150,1992.348987
66.994958,107,1993.104351
63.963872,104,1993.836405
64.136536,105,1994.575942
59.13316,86,1995.182077
64.02715,94,1995.842833
56.064827,146,1996.870067
63.369602,106,1997.619105
66.021972,92,1998.265569
62.166978,105,1999.001825
63.517467,94,1999.665298
58.2862,132,2000.596151
67.310444,107,2001.351207
63.275166,82,2001.926599
55.98123,143,2002.932384
61.477925,79,2003.489815
65.750793,98,2004.177618
50.940701,150,2005.231336
63.203419,84,2005.821409
63.008768,82,2006.397234
61.382938,129,2007.302251
62.741551,109,2008.069935
58.676691,126,2008.954333
64.937609,120,2009.800438
62.203564,100,2010.503864
65.312909,112,2011.289642
63.31093,86,2011.893683
65.527542,93,2012.545661
61.232383,92,2013.194119
64.420212,107,2013.94716
58.206055,129,2014.853943
63.911607,97,2015.537156
63.17987,91,2016.17793
61.939332,97,2016.858789
64.478643,111,2017.638179
65.048763,83,2018.224328
35.607047,150,2019.2781
67.687103,89,2019.906021
64.834873,118,2020.736602
61.609885,115,2021.548455
54.540324,149,2022.596478
53.084067,150,2023.65049
68.588778,109,2024.416312
60.968417,119,2025.254509
57.302805,141,2026.245853
62.259869,124,2027.118936
65.791576,96,2027.792601
65.15098,96,2028.469585
65.400254,113,2029.265661
67.962608,111,2030.048848
64.223235,97,2030.732861
63.645843,91,2031.375145
65.097215,118,2032.20494
62.334769,128,2033.107108
61.981612,89,2033.732203
63.145218,111,2034.517082
65.821827,91,2035.159327
64.217041,86,2035.764471
64.258632,94,2036.426455
60.161782,135,2037.381344
59.853794,122,2038.23922
61.098815,86,2038.845074
64.161679,90,2039.479136
63.631549,108,2040.241636
65.316566,97,2040.924429
62.998557,87,2041.537461
61.390404,101,2042.247984
63.317184,92,2042.897395
61.76498,91,2043.535365
63.283304,97,2044.218882
52.001173,150,2045.271808
65.280277,115,2046.082551
63.184793,90,2046.715784
59.100872,141,2047.706902
64.866114,90,2048.338885
65.610095,98,2049.027368
62.218057,87,2049.642314
64.466113,116,2050.456993
62.09856,95,2051.125316
63.546836,114,2051.92923
61.949278,92,2052.575836
50.868427,150,2053.630569
65.420419,92,2054.28004
63.530107,99,2054.975118
60.107707,89,2055.60121
65.273115,99,2056.294723
65.404727,86,2057.305709
42.385729,150,2058.363913
64.883879,115,2059.1737
63.994349,115,2059.984083
56.53817,138,2060.957119
62.820634,105,2061.696614
53.869231,140,2062.681057
62.0703,125,2063.556944
63.382701,89,2064.18378
65.991245,102,2064.897559
62.448782,99,2065.592744
67.350888,109,2066.361766
63.816516,103,2067.085001
63.712776,95,2067.753904
65.709857,110,2068.529944
63.238496,98,2069.220362
64.086094,105,2069.958539
63.148593,127,2070.851967
62.092481,103,2071.577512
56.751633,134,2072.521302
59.460949,123,2073.387007
66.531003,109,2074.156492
62.013167,83,2074.736437
60.701414,135,2075.684245
62.860789,93,2076.336583
57.09203,136,2077.295973
61.869454,120,2078.139427
63.230702,95,2078.808804
63.536415,90,2079.442073
58.071467,75,2079.971354
64.234912,97,2080.651644
62.529443,90,2081.288884
63.813585,104,2082.021034
62.98681,120,2082.873115
63.46966,99,2083.568712
65.093684,120,2084.41484
66.429767,99,2085.11605
55.983692,142,2086.117798
66.724745,102,2086.833917
66.291468,117,2087.657971
60.574134,127,2088.550473
62.154908,88,2089.171044
65.051269,106,2089.917081
61.92335,90,2090.549948
60.815953,86,2091.153366
62.739457,111,2091.935184
66.668902,93,2092.587625
61.850237,126,2093.471303
60.043811,85,2094.068483
60.916198,111,2094.853363
64.092672,105,2095.591461
64.689,99,2096.288497
63.044495,107,2097.039445
65.717105,100,2097.740911
63.023287,122,2098.599922
63.091565,104,2099.329913
59.984535,125,2100.210724
61.841539,104,2100.942824
62.531971,85,2101.538991
65.809519,103,2102.266194
60.889537,92,2102.91587
65.808006,95,2103.585943
64.951618,96,2104.264086
63.855984,91,2104.903098
22.499587,150,2105.956846
63.639178,90,2106.591192
59.820833,81,2107.162302
36.556586,150,2108.219216
64.059843,127,2109.107542
62.422539,96,2109.785325
62.997582,103,2110.509301
63.872257,82,2111.087881
64.303577,112,2111.875477
56.26642,135,2112.826368
64.059433,90,2113.461974
67.185815,98,2114.150485
62.911663,115,2114.959458
63.09354,104,2115.689631
62.47154,81,2116.259184
58.96565,80,2116.821797
63.232638,127,2117.712926
62.93214,95,2118.383626
59.830756,88,2119.002513
65.839923,102,2119.721614
63.866765,107,2120.476124
62.21265,93,2121.130353
63.425282,97,2121.811737
62.52526,87,2122.424578
62.428904,117,2123.250294
66.29519,108,2124.010841
60.573075,127,2124.904088
63.605927,118,2125.732334
62.451814,94,2126.393951
63.310435,100,2127.099372
60.43653,120,2128.486512
64.060336,93,2129.140227
63.398572,123,2130.004391
56.047728,132,2130.935636
60.01665,75,2131.465602
64.435651,105,2132.202892
63.924784,116,2133.019154
63.416747,98,2133.712874
63.430186,96,2134.389103
62.964494,89,2135.016167
62.52313,78,2135.565735
49.357329,150,2136.625916
65.498289,84,2137.217813
63.202468,100,2137.923888
65.941757,90,2138.556319
56.747359,137,2139.523876
62.127432,100,2140.228837
62.139144,126,2141.117474
62.928083,98,2141.806449
64.080867,100,2142.511017
64.672217,102,2143.231537
64.44097,101,2143.942159
61.946131,105,2144.681513
66.226693,87,2145.294687
63.75294,97,2145.976318
65.013158,89,2146.602988
65.631713,103,2147.331426
63.052457,109,2148.099819
64.008483,112,2148.889647
62.17945,85,2149.487904
62.609531,114,2150.291627
62.341829,123,2151.156725
60.611736,138,2152.125668
62.582313,122,2152.985915
59.12769,125,2153.865664
63.906721,87,2154.478116
61.602416,86,2155.085514
62.958842,101,2155.795895
60.895527,120,2156.640826
66.365096,100,2157.347003
65.919546,103,2158.074913
64.440986,89,2158.70208
65.581352,106,2159.44592
52.065422,150,2160.500351
63.636033,125,2161.376179
63.154607,125,2162.254001
63.506935,99,2162.947348
61.079976,96,2163.622988
62.598105,106,2164.367409
61.247681,126,2165.250589
62.846546,86,2165.854294
63.718007,114,2166.65999
39.144257,150,2167.714787
28.256747,150,2168.770795
65.675492,95,2169.437905
63.262245,121,2170.284704
62.049589,85,2170.880455
60.479966,79,2171.43463
62.771281,102,2172.15087
53.202304,146,2173.174575
63.053098,115,2173.981994
63.828255,115,2174.787687
65.685533,94,2175.443674
60.145024,134,2176.385245
57.002244,149,2177.430882
64.607522,116,2178.245021
60.500541,134,2179.183316
64.120216,91,2179.823876
64.300717,93,2180.475333
61.8429,89,2181.099204
61.442784,115,2181.903084
59.95408,145,2182.921333
64.544103,99,2183.616395
64.195714,117,2184.437392
63.297378,99,2185.134287
62.879691,90,2185.764357
62.790272,116,2186.578501
66.212681,99,2187.273465
60.045209,140,2188.253805
62.514074,83,2188.837555
62.387716,107,2189.587878
52.898912,149,2190.63362
62.638611,89,2191.261934
64.024256,86,2191.869113
67.330811,106,2192.614644
62.349304,102,2193.329686
63.139831,103,2194.053894
63.094292,111,2194.836738
61.28237,84,2195.425169
59.950875,83,2196.008113
64.712273,99,2196.700927
59.624493,113,2197.493269
60.595941,85,2198.088299
62.129091,108,2199.255329
61.447184,87,2199.863164
60.124919,137,2200.826191
55.283325,137,2201.785855
63.872277,119,2202.620044
63.669976,86,2203.22258
62.410039,95,2203.890416
63.479144,98,2204.578361
62.365429,112,2205.366259
63.656407,88,2205.984706
61.141446,132,2206.910408
62.149823,93,2207.563379
62.163919,89,2208.186624
64.379263,108,2208.942904
50.808266,146,2209.968801
65.92351,96,2210.641637
61.189508,95,2211.309736
62.162001,102,2212.028105
63.577136,93,2212.680342
64.007387,112,2213.464762
62.897781,103,2214.188938
61.224293,128,2215.088911
64.612038,90,2215.723193
65.323862,100,2216.424787
63.491581,115,2217.229138
61.250712,97,2217.907585
55.675313,139,2218.879406
60.954684,112,2219.664383
62.065641,92,2220.307396
64.332177,104,2221.037389
60.764408,100,2221.742187
62.179907,99,2222.435833
65.624635,101,2223.14549
61.738468,82,2223.719389
62.484074,91,2224.359312
63.176774,100,2225.055433
57.827862,138,2226.020606
64.828169,114,2226.816707
65.122794,86,2227.417572
66.558525,117,2228.234428
60.971413,104,2228.963702
63.31865,106,2229.706941
63.521482,95,2230.374925
62.834656,107,2231.126837
59.767245,129,2232.031775
62.110469,124,2232.903797
62.090335,92,2233.55091
66.676386,106,2234.292827
64.494038,124,2235.162923
62.007021,78,2235.709485
60.151092,130,2236.626425
51.902818,148,2237.667233
63.3424,114,2238.466084
66.651401,98,2239.152489
58.754776,131,2240.071282
62.182822,126,2240.954185
61.520931,96,2241.627943
61.105954,106,2242.371497
61.13734,82,2242.950561
58.057784,137,2243.910344
45.528698,150,2244.963852
67.210503,88,2245.580829
62.614652,99,2246.276773
60.070157,99,2246.970638
64.0158,99,2247.66594
65.032253,114,2248.465766
61.170468,118,2249.294563
58.839801,134,2250.237606
62.399379,121,2251.08789
61.61261,120,2251.931783
64.077988,89,2252.559114
63.981118,119,2253.393723
62.907264,117,2254.213265
66.927333,90,2254.844031
62.90455,80,2255.403334
63.014655,106,2256.146148
66.323647,93,2256.797335
58.08947,131,2257.71726
63.511631,119,2258.551965
61.118663,117,2259.370165
61.40449,118,2260.198122
47.986281,150,2261.253707
62.976079,85,2261.849677
59.694017,125,2262.726292
63.314552,95,2263.391312
61.874175,83,2263.972495
56.415836,143,2264.976611
61.806898,130,2265.886797
63.463228,105,2266.620705
61.960334,86,2267.223958
40.366655,150,2268.278943
65.42279,120,2269.591537
62.353342,125,2270.470841
54.245354,150,2271.525034
63.711796,80,2272.088155
65.325388,84,2272.67679
60.434792,131,2273.596824
59.696345,83,2274.179884
64.086509,88,2274.797159
63.048424,125,2275.674022
62.245792,86,2276.277899
63.377345,87,2276.887191
61.46983,102,2277.603996
49.40322,150,2278.658129
68.706098,94,2279.31636
65.945081,110,2280.088543
62.262184,90,2280.721629
62.720958,102,2281.4397
25.639729,150,2282.488271
68.18314,109,2283.253386
63.578773,87,2283.862449
27.046899,150,2284.918438
64.761443,97,2285.597423
63.000836,101,2286.304921
54.873694,146,2287.328772
64.894628,97,2288.00858
63.117792,83,2288.590595
44.237706,150,2289.644675
66.800327,92,2290.290731
64.632923,103,2291.016049
63.749052,99,2291.711002
67.003654,92,2292.358008
60.411772,120,2293.203133
65.927353,87,2293.813871
64.882451,90,2294.446918
64.311567,93,2295.099298
60.966269,115,2295.908718
63.490766,98,2296.595208
66.168836,95,2297.263542
63.067238,86,2297.868613
64.059526,87,2298.482445
47.599777,150,2299.532398
65.589663,94,2300.192435
64.426492,93,2300.843107
64.411267,97,2301.522326
63.889041,115,2302.327405
63.035955,86,2302.931472
65.040585,85,2303.526517
60.612141,114,2304.326394
61.024078,82,2304.900815
65.275874,117,2305.719532
64.803716,87,2306.33092
60.686384,115,2307.140964
64.129507,82,2307.715856
61.02738,132,2308.645101
63.58505,115,2309.45075
63.070909,118,2310.279686
65.26191,102,2310.995762
59.510496,81,2311.564034
63.876481,124,2312.435407
62.245595,82,2313.011116
65.087675,105,2313.746215
58.985646,119,2314.579901
62.148538,114,2315.379428
63.445162,90,2316.012352
62.823305,127,2316.901073
44.650588,150,2317.951108
66.764064,89,2318.575134
61.261032,110,2319.344584
62.978973,113,2320.138226
64.475648,111,2320.917329
63.14558,98,2321.602506
66.269477,110,2322.374572
59.587292,132,2323.302523
58.815084,136,2324.254767
61.582864,126,2325.138645
64.933081,95,2325.808596
60.015161,129,2326.714868
62.674211,93,2327.366534
62.284993,93,2328.022629
63.168104,88,2328.641979
60.743569,125,2329.519698
64.00565,107,2330.272968
64.272523,94,2330.932173
64.335097,83,2331.517149
61.078583,79,2332.071196
52.969109,150,2333.12228
56.943281,137,2334.083188
63.123252,98,2334.774321
60.674766,80,2335.336188
64.751243,102,2336.052073
63.045701,90,2336.682511
63.538174,82,2337.25931
44.876568,150,2338.311319
66.398203,94,2338.972307
62.285516,132,2340.351406
64.353542,107,2341.100572
63.476937,107,2341.852784
62.976306,95,2342.519407
59.674991,129,2343.422535
62.663958,118,2344.249676
64.255121,97,2344.930484
61.925985,89,2345.554777
62.011656,80,2346.115088
62.031026,97,2346.795795
63.350237,96,2347.47105
23.691218,150,2348.525094
66.280594,117,2349.346893
62.712939,97,2350.027875
64.731276,93,2350.681142
66.379578,96,2351.353206
62.536847,105,2352.088079
65.204556,100,2352.790036
63.153923,92,2353.438216
53.144978,150,2354.489106
65.229716,115,2355.296061
64.93058,88,2355.912459
63.567752,96,2356.586417
62.235063,125,2357.463452
62.111772,81,2358.030144
64.958099,97,2358.710484
63.51332,101,2359.417702
61.901626,84,2360.00742
63.242166,95,2360.673834
65.050696,94,2361.333687
65.927778,96,2362.005468
52.27166,142,2363.160252
66.125132,93,2364.028271
62.541174,110,2365.06105
63.304408,91,2365.913141
64.913849,110,2366.904512
64.378931,117,2367.998464
63.587816,108,2369.009168
64.589764,83,2369.788203
63.261219,101,2370.71143
24.297915,150,2372.118336
65.803937,98,2373.040668
64.79023,92,2373.901868
61.240302,121,2375.019472
63.981984,86,2375.827993
63.442355,81,2376.589093
63.415794,87,2377.402851
62.492349,109,2378.402868
65.373988,86,2379.203887
67.72723,95,2380.088753
59.680375,79,2380.829431
63.032285,111,2381.840975
63.602089,90,2382.708995
62.81587,114,2383.811568
65.456645,94,2384.721182
63.878735,94,2385.626043
62.678782,86,2386.433363
66.399161,107,2387.439893
62.162044,87,2388.253779
62.637421,104,2389.226843
63.11725,94,2390.1026
60.957294,80,2390.854892
65.133126,86,2391.659337
61.710721,129,2392.871368
63.46936,85,2393.635811
62.141189,86,2394.443912
57.989496,132,2395.679394
61.915158,81,2396.438901
63.357057,91,2397.262463
60.256329,117,2398.359754
61.863089,80,2399.110625
57.217764,140,2400.421617
64.70795,92,2401.298753
64.598267,102,2402.254955
61.862919,84,2403.047048
63.196227,85,2403.844915
61.626394,95,2404.738014
61.90327,102,2405.695289
61.483764,69,2406.342327
59.671542,81,2407.105922
61.149783,75,2407.809225
65.191259,96,2408.69913
59.77497,77,2409.423192
66.376246,116,2410.513586
64.007235,89,2411.348697
64.300294,84,2412.140446
63.623273,95,2413.034718
61.965036,83,2413.812743
64.445242,89,2414.646815
62.809353,83,2415.425858
62.541965,83,2416.189908
62.195639,88,2416.913954
62.978323,96,2417.55484
64.75536,85,2418.123602
61.818932,76,2418.630847
63.163618,113,2419.388906
65.656304,109,2420.123068
63.721911,82,2420.68026
62.148493,95,2421.321457
66.671182,105,2422.034976
66.639209,89,2422.640968
63.172146,111,2423.795682
62.299408,107,2424.514332
60.823391,81,2425.062795
60.744504,77,2425.586122
61.688438,85,2426.165631
65.938734,89,2426.768874
