#{"t_start": 1776603862.111948, "env_id": "None"}
r,l,t
67.056348,92,3160.030395
64.316658,111,3160.81162
63.638408,135,3161.761255
66.234079,96,3162.43553
65.111863,99,3163.134881
63.626355,87,3163.74622
64.365315,89,3164.371818
61.995132,89,3165.000525
60.502719,134,3165.945992
61.718714,87,3166.558403
61.716568,84,3167.14848
65.400991,83,3167.735783
65.837338,108,3168.493972
66.174079,95,3169.165899
64.788557,82,3169.74261
60.736583,75,3170.272031
63.616671,95,3170.942172
64.917965,99,3171.640048
66.540894,94,3172.302079
65.777023,83,3172.888781
64.072613,85,3173.490319
65.691123,85,3174.090008
53.008866,144,3175.103076
66.310712,85,3175.699876
61.437773,84,3176.293831
67.205413,98,3176.984024
58.170042,82,3177.562989
63.760472,85,3178.160207
66.502907,99,3178.858515
60.692161,79,3179.415665
64.625402,110,3180.190505
66.432555,84,3180.786621
65.819739,84,3181.380416
63.249553,126,3182.265384
66.397726,123,3183.132495
66.421778,103,3183.856863
61.215362,97,3184.540688
66.142405,116,3185.357211
55.76665,136,3186.316323
64.14886,90,3186.946877
62.950321,119,3187.785473
65.092232,82,3188.363028
62.858537,79,3188.918722
65.869506,109,3189.683606
63.84069,93,3190.338744
66.658761,96,3191.013594
65.879917,96,3191.690579
63.803079,87,3192.30564
64.004525,88,3192.926794
66.402694,86,3193.532717
66.514663,105,3194.272146
63.330216,89,3194.904668
64.316191,124,3195.782934
60.621541,78,3196.677075
67.002258,101,3197.385134
64.92454,89,3198.010319
66.371634,81,3198.580194
52.400664,130,3199.49433
66.454606,93,3200.149345
63.519695,106,3200.899069
64.718237,85,3201.500948
63.524054,76,3202.035537
65.750461,89,3202.662447
65.857295,100,3203.367169
54.366086,145,3204.386797
63.817679,89,3205.013114
61.442784,135,3205.965159
65.846297,87,3206.577714
63.97824,97,3207.258258
65.712061,89,3207.883575
66.244246,87,3208.493532
63.769192,81,3209.062783
61.337764,93,3209.720118
60.808547,96,3210.396978
64.418213,92,3211.046746
64.519286,83,3211.633815
65.001878,93,3212.28962
67.156038,86,3212.895504
63.69569,79,3213.454075
65.055002,80,3214.019645
61.884211,87,3214.638821
63.797443,78,3215.188023
62.38366,114,3215.992032
61.053999,78,3216.541033
66.758647,118,3217.371977
66.600851,94,3218.035013
65.098385,90,3218.669896
63.019242,92,3219.318999
63.29561,125,3220.203956
64.94643,107,3220.957028
61.533565,77,3221.50038
64.50562,82,3222.079935
61.827622,88,3222.704771
66.796075,92,3223.354867
64.36691,88,3223.976082
63.282122,92,3224.627101
64.813888,86,3225.235971
62.1474,77,3225.778143
65.736675,82,3226.355155
54.192633,149,3227.407353
63.929891,87,3228.02015
66.938576,89,3228.645783
62.769851,83,3229.227313
67.208394,113,3230.027738
64.965127,94,3230.691747
63.918891,84,3231.284599
65.829488,97,3231.967353
63.893169,86,3232.573441
61.631341,91,3233.216581
64.184153,95,3233.883339
65.555833,91,3234.523331
66.97701,117,3235.346551
65.84979,95,3236.017492
63.25217,80,3236.579622
66.653495,89,3237.201407
65.196439,85,3237.799637
67.709316,89,3238.424779
62.149374,78,3238.975127
63.180815,85,3239.574902
63.703662,104,3240.309949
65.22381,86,3240.915696
34.649977,150,3241.973857
65.492125,109,3242.742987
57.751516,144,3243.755975
64.849386,89,3244.384129
63.238265,103,3245.107865
63.001704,90,3245.741927
64.944363,85,3246.340086
62.955442,94,3246.999985
65.642777,86,3247.604123
65.019208,94,3248.266213
63.02258,94,3248.929647
64.561233,118,3249.761993
65.898838,95,3250.430625
67.103218,84,3251.021111
62.283867,104,3251.754908
59.959437,88,3252.376297
63.885054,84,3252.966634
65.964,84,3253.561298
64.091505,79,3254.118489
61.657991,85,3254.719373
62.558344,93,3255.372841
63.553963,77,3255.916515
64.787999,85,3256.513772
66.914745,93,3257.168758
65.699718,95,3257.840318
65.014137,89,3258.46873
64.913399,89,3259.096454
63.842805,85,3259.693108
63.579183,79,3260.253058
65.381604,91,3260.893486
66.605366,80,3261.457962
62.428641,93,3262.114504
67.426798,92,3262.762325
64.063353,84,3263.355623
66.256012,95,3264.024664
65.963429,102,3264.744733
64.543391,93,3265.398247
66.026117,87,3266.00988
30.985158,150,3267.434094
64.879936,78,3267.983766
66.70175,94,3268.649333
64.734697,83,3269.236246
65.460741,110,3270.012295
66.650349,96,3270.689009
65.815384,89,3271.315212
59.071245,82,3271.891991
65.861954,99,3272.591237
64.060046,85,3273.189986
69.18227,106,3273.937303
66.830344,102,3274.654542
64.085481,88,3275.275219
63.89073,80,3275.840454
65.3182,99,3276.536607
65.944589,88,3277.155845
66.347187,106,3277.900809
66.634127,90,3278.533731
61.704748,84,3279.126733
65.04377,90,3279.760583
65.116413,90,3280.394501
66.396647,101,3281.107544
55.131349,150,3282.163972
68.409563,97,3282.845392
67.067806,106,3283.595205
65.885001,93,3284.251179
61.385247,91,3284.890873
63.419218,77,3285.436754
61.081567,136,3286.398849
64.341073,86,3287.005301
65.821885,109,3287.775704
62.548564,136,3288.734432
66.560993,97,3289.416892
64.793301,96,3290.093895
63.120998,74,3290.614866
62.072156,78,3291.163793
65.628805,93,3291.821497
65.055047,95,3292.492875
63.299512,96,3293.171139
68.157611,115,3293.982565
66.211474,110,3294.755116
61.615404,80,3295.31692
62.260347,81,3295.886952
68.172092,96,3296.562678
64.020793,89,3297.190121
65.701047,92,3297.838132
61.475624,92,3298.483517
65.208856,89,3299.110722
66.946196,92,3299.76231
67.663823,110,3300.542663
62.691337,80,3301.106951
58.045494,89,3301.734903
63.625718,93,3302.393415
64.731181,81,3302.963428
65.07862,81,3303.532357
65.36929,82,3304.108106
65.066492,91,3304.748546
66.815298,90,3305.381679
66.987632,88,3306.000721
64.718309,85,3306.598503
62.018826,77,3307.140633
63.494397,131,3308.06692
63.59266,81,3308.636842
65.935373,89,3309.263877
66.639957,100,3309.970584
66.859706,114,3310.777382
68.682355,103,3311.508697
68.048517,88,3312.130295
64.242305,91,3312.773177
66.242291,85,3313.374009
67.652827,101,3314.085018
66.6846,95,3314.754214
67.006141,101,3315.464888
66.200795,117,3316.293433
63.369735,87,3316.907859
65.075442,103,3317.633361
63.693386,89,3318.260034
66.25966,82,3318.836292
64.398643,103,3319.560989
66.188461,98,3320.24837
67.033728,93,3320.90151
64.807975,88,3321.522537
63.117497,131,3322.44752
63.601753,79,3323.004409
58.472124,81,3323.574309
67.887696,84,3324.170288
67.415936,97,3324.85156
63.678834,86,3325.458411
67.673126,101,3326.170804
56.960539,140,3327.160951
65.968534,102,3327.880469
63.741524,91,3328.519036
27.778741,150,3329.577732
64.564667,108,3330.340013
68.179592,96,3331.01515
63.924686,92,3331.664508
65.113729,87,3332.278176
63.52603,84,3332.87119
66.279684,89,3333.501952
67.138737,85,3334.101281
62.2554,85,3334.702816
61.101032,83,3335.292245
64.537101,105,3336.036983
65.221464,88,3336.65771
64.546635,85,3337.258823
67.062099,87,3337.874351
64.568654,93,3339.029168
34.981937,150,3340.088044
66.279058,93,3340.740209
65.729813,117,3341.566122
65.501577,116,3342.380329
66.321918,95,3343.0442
64.182541,86,3343.646133
59.08759,88,3344.26325
65.986458,77,3344.803148
63.942461,107,3345.553354
64.506494,86,3346.155341
62.545254,85,3346.753686
63.976305,88,3347.369604
60.063839,136,3348.322539
54.426562,150,3349.371696
57.668124,148,3350.410682
65.101789,84,3350.999713
62.204644,131,3351.91768
66.612964,87,3352.527436
62.537931,84,3353.116701
65.755455,102,3353.832572
67.529689,123,3354.701668
66.437498,93,3355.35193
64.2658,81,3355.920851
68.3107,97,3356.603033
63.867148,83,3357.184896
67.194316,94,3357.847805
60.893932,78,3358.394729
66.753108,95,3359.062446
67.68841,93,3359.715842
65.461399,96,3360.387874
62.91441,134,3361.327727
64.560164,104,3362.055951
66.464874,102,3362.770536
66.245308,121,3363.616863
64.637043,81,3364.184972
61.954759,79,3364.739115
65.074445,97,3365.421371
65.575857,95,3366.088485
65.565805,102,3366.804102
64.106631,78,3367.351476
67.764908,103,3368.072071
62.913229,79,3368.62732
67.128069,104,3369.357563
63.465139,82,3369.934408
64.721807,88,3370.552231
39.078054,150,3371.603309
65.818481,84,3372.194022
67.066275,81,3372.761269
64.344805,81,3373.329239
63.421559,121,3374.138986
63.232884,88,3374.727969
29.70479,150,3375.733248
67.11594,80,3376.268614
64.991176,93,3376.890587
66.214364,88,3377.480171
66.342577,86,3378.069592
61.931035,89,3378.695776
62.585919,95,3379.361894
67.155373,88,3379.97954
66.680945,119,3380.813846
68.480788,96,3381.488059
58.613776,139,3382.465683
67.58688,93,3383.11906
68.575861,98,3383.80495
62.412684,86,3384.40782
66.189795,80,3384.97027
66.20042,88,3385.587289
64.3811,82,3386.162899
66.627729,86,3386.763762
66.602769,90,3387.394063
64.832126,93,3388.046172
67.086755,89,3388.668042
66.565255,88,3389.28424
64.471637,86,3389.88801
66.435923,88,3390.506182
65.532273,96,3391.180176
64.777822,83,3391.760339
66.159044,93,3392.412272
66.534359,90,3393.046447
58.938371,87,3393.655242
65.446397,95,3394.320642
63.07593,95,3394.987402
64.968446,81,3395.55654
65.155872,83,3396.137429
63.655087,81,3396.704608
63.281594,83,3397.287572
65.465916,86,3397.890907
63.834326,82,3398.466317
65.893725,83,3399.048626
63.498386,90,3399.683617
67.348325,119,3400.519569
64.216803,83,3401.102553
62.097469,78,3401.649586
66.97003,88,3402.267664
64.919807,82,3402.844895
63.36428,94,3403.505785
65.410407,95,3404.172913
65.840848,98,3404.860754
61.440164,71,3405.359723
65.055723,85,3405.955839
65.919188,90,3406.586814
64.246401,80,3407.147843
65.00353,86,3407.753957
64.928967,80,3408.313699
65.205441,85,3409.334929
66.569972,112,3410.121318
66.980674,98,3410.80893
64.848157,127,3411.699167
55.86213,150,3412.748887
64.76894,81,3413.318216
67.492892,85,3413.915325
66.352642,100,3414.615082
62.760912,83,3415.19705
64.783899,91,3415.834433
67.184242,85,3416.430242
59.288344,86,3417.034187
66.444891,114,3417.834278
67.33862,91,3418.470267
67.598538,86,3419.073259
66.49001,109,3419.835352
65.184181,83,3420.416392
64.117349,87,3421.026691
64.722507,82,3421.600891
64.924948,82,3422.176835
29.554136,150,3423.227902
65.988074,83,3423.810731
63.232642,102,3424.528049
65.261206,124,3425.398629
68.535551,105,3426.13808
62.93146,85,3426.732749
68.749149,90,3427.363386
65.118215,85,3427.960715
65.796189,86,3428.565619
66.767262,87,3429.178011
62.161564,69,3429.660863
64.109588,88,3430.277267
66.063457,92,3430.922826
65.827244,90,3431.553952
66.528148,83,3432.128834
63.033746,129,3432.9931
66.219643,84,3433.554634
64.794893,99,3434.217025
64.118585,78,3434.73989
35.161229,150,3435.744802
66.063081,78,3436.26635
66.058682,89,3436.862182
65.255284,80,3437.398738
62.767019,96,3438.055396
66.763213,89,3438.676359
64.088763,95,3439.34313
67.816668,83,3439.924304
65.793593,79,3440.476166
64.847353,102,3441.19242
64.705335,84,3441.782313
65.059244,85,3442.37869
60.773565,132,3443.306468
54.63641,150,3444.356499
66.866842,85,3444.951848
64.62267,129,3445.85684
63.336047,96,3446.529906
67.771855,88,3447.14762
64.808356,86,3447.749826
66.309294,99,3448.446032
67.542876,107,3449.198628
37.98117,150,3450.252315
68.59985,89,3450.876599
63.611607,88,3451.495125
65.279079,106,3452.240743
63.625977,89,3452.863705
33.535352,150,3453.917072
66.0641,76,3454.452195
65.494953,107,3455.199946
62.991527,84,3455.789155
61.25669,78,3456.33499
60.544919,83,3456.916115
62.396177,97,3457.595971
68.260598,106,3458.337352
64.329906,89,3458.962221
63.63999,80,3459.526224
67.104277,101,3460.236304
66.407842,92,3460.878326
63.126809,80,3461.437309
67.079539,91,3462.074268
60.61372,83,3462.651694
67.182816,114,3463.450142
63.619703,84,3464.039282
66.379667,93,3464.690555
67.081688,88,3465.307272
63.781117,88,3465.925606
68.13362,101,3466.634502
37.888532,150,3467.68884
65.423685,90,3468.318617
66.706393,88,3468.936451
65.56294,107,3469.687593
64.929622,76,3470.222795
63.79117,88,3470.843776
66.043696,88,3471.463884
63.580549,76,3472.000961
66.2062,89,3472.630012
65.186251,81,3473.201855
61.967345,69,3473.688085
64.060796,80,3474.252904
60.569327,89,3474.882859
68.069326,109,3475.655013
55.007637,150,3476.713146
67.605157,94,3477.376756
64.667525,86,3477.985347
66.884555,85,3478.583223
66.106142,92,3479.559464
64.464132,83,3480.143927
65.544663,81,3480.71541
60.93892,82,3481.294632
65.075727,80,3481.859683
67.006336,111,3482.643355
62.77895,87,3483.257357
64.876483,88,3483.877197
66.337641,87,3484.494404
64.048768,80,3485.05967
65.228612,82,3485.637624
65.129481,85,3486.236409
63.301217,89,3486.862539
64.274482,82,3487.441804
66.19062,116,3488.258318
65.52583,98,3488.948687
66.406311,100,3489.652782
66.539875,91,3490.293624
64.454353,86,3490.897953
62.992403,119,3491.73671
66.674454,97,3492.41689
63.256963,91,3493.056105
65.0804,106,3493.804643
65.71946,92,3494.453578
63.728085,112,3495.243845
63.947073,117,3496.067613
69.048935,105,3496.806569
65.301899,100,3497.512342
67.997042,94,3498.178803
67.346556,100,3498.882875
68.436189,98,3499.57207
62.876402,83,3500.156853
65.721045,80,3500.720789
65.512114,86,3501.325884
65.900269,87,3501.942411
60.453076,82,3502.520175
62.786804,80,3503.086551
63.51386,79,3503.642129
63.61996,96,3504.319333
60.808512,72,3504.825024
65.230978,101,3505.534676
66.510052,113,3506.329047
65.055149,122,3507.19277
61.464844,70,3507.687487
65.025039,90,3508.32161
64.784375,88,3508.940772
66.383724,89,3509.567189
66.245156,95,3510.239563
66.250988,88,3510.857158
66.865212,88,3511.476204
65.007589,94,3512.138033
66.110189,90,3512.769157
63.806559,76,3513.30377
63.835856,81,3513.875626
61.716653,80,3514.436848
66.100037,92,3515.083011
65.17337,82,3515.658525
65.425341,89,3516.286034
65.65675,86,3516.89158
63.617131,83,3517.477948
65.58587,100,3518.181077
64.418778,131,3519.106314
64.103436,89,3519.732594
64.348956,86,3520.338482
65.296994,105,3521.078703
64.874534,86,3521.683824
62.906558,89,3522.307861
64.267479,90,3522.939274
65.199467,90,3523.575747
60.989977,78,3524.124721
62.373352,74,3524.647177
67.046048,88,3525.263983
64.910969,86,3525.869407
66.051412,96,3526.546866
61.897235,89,3527.174118
66.281844,81,3527.745009
64.25765,87,3528.355371
63.737548,90,3528.990093
63.046151,82,3529.564032
60.801843,80,3530.126542
66.136452,80,3530.688488
66.098513,89,3531.315235
65.681274,104,3532.042398
62.63892,95,3532.708951
67.024961,82,3533.283435
67.328265,96,3533.959877
65.155408,80,3534.523768
66.209313,88,3535.142934
64.802019,79,3535.698043
66.129421,111,3536.478625
65.784825,90,3537.110322
68.423505,90,3537.741906
63.188328,88,3538.361035
65.97997,91,3539.001137
64.512438,93,3539.656754
62.835101,131,3540.575492
65.652564,93,3541.229456
63.35603,84,3541.823163
65.097922,92,3542.470953
65.194107,112,3543.255067
64.547974,90,3543.890671
62.994134,138,3544.856746
65.170914,90,3545.48986
66.6665,88,3546.107727
64.331475,82,3546.682799
63.523296,86,3547.289279
64.908377,89,3547.915746
65.878984,95,3548.583367
64.744602,90,3549.214941
